N,smina,gnina,best,annotation,prefix,model
1.0,5.8437212582935665,6.32007817258441,13.001666075078827,max1,nc,default2018
2.0,8.562613749215439,9.085966139809253,16.41535705568561,max1,nc,default2018
3.0,10.520724091537918,11.023520885735982,18.596032722631993,max1,nc,default2018
4.0,11.053228222763384,12.240947111755613,19.374668149814188,max1,nc,default2018
5.0,12.0580206192142,13.351946795705024,20.535568580656253,max1,nc,default2018
6.0,12.93940536032568,14.456678864398814,20.933180415515057,max1,nc,default2018
7.0,13.406008001878417,14.798340426506964,21.75039896048972,max1,nc,default2018
8.0,13.995931721888702,15.164059277275518,22.04334675343751,max1,nc,default2018
9.0,14.303508596572083,15.491403088973595,22.162394372485128,max1,nc,default2018
10.0,14.572434613662118,15.911456367426624,22.195694405785165,max1,nc,default2018
