N,smina,gnina,best,annotation,prefix,model
1.0,31.730625288602273,47.21072958680899,92.92841514720097,,nc,default2017
2.0,41.02849337134634,63.33237809287525,92.92841514720097,,nc,default2017
3.0,47.04665164247404,71.25530906023747,92.92841514720097,,nc,default2017
4.0,50.15676523662225,76.02867060800536,92.92841514720097,,nc,default2017
5.0,54.230891497769214,79.35460664560189,92.92841514720097,,nc,default2017
6.0,57.10354870093207,81.84136005701242,92.92841514720097,,nc,default2017
7.0,59.010672933818206,83.49871392642268,92.92841514720097,,nc,default2017
8.0,62.41255969077498,85.17388642466221,92.92841514720097,,nc,default2017
9.0,64.00827829932174,86.23932131219077,92.92841514720097,,nc,default2017
10.0,65.50842746625041,87.25550373504576,92.92841514720097,,nc,default2017
