N,smina,gnina,best,annotation,prefix,model
1.0,5.8437212582935665,5.476119380737528,13.001666075078827,max1,cluster,default2017
2.0,8.562613749215439,8.272356918324972,16.41535705568561,max1,cluster,default2017
3.0,10.520724091537918,9.81018010160693,18.596032722631993,max1,cluster,default2017
4.0,11.053228222763384,11.150834111224961,19.374668149814188,max1,cluster,default2017
5.0,12.0580206192142,12.125711493802125,20.535568580656253,max1,cluster,default2017
6.0,12.93940536032568,12.756784559367876,20.933180415515057,max1,cluster,default2017
7.0,13.406008001878417,13.381890718680667,21.75039896048972,max1,cluster,default2017
8.0,13.995931721888702,14.277513593131859,22.04334675343751,max1,cluster,default2017
9.0,14.303508596572083,15.09051146292897,22.162394372485128,max1,cluster,default2017
10.0,14.572434613662118,15.465464290516552,22.195694405785165,max1,cluster,default2017
