N,smina,gnina,best,annotation,prefix,model
1.0,25.598595841541282,39.603274882263754,82.97598485749668,max2,cluster,dense
2.0,35.45246028625926,54.08956178206503,88.8533243046871,max2,cluster,dense
3.0,40.9748411430804,62.71693742404419,90.20544984613223,max2,cluster,dense
4.0,44.14361211898117,67.54900614368636,90.89141556945366,max2,cluster,dense
5.0,48.17782454115048,70.37752210074152,90.94660924455683,max2,cluster,dense
6.0,51.415531661505725,73.04605648915913,91.02328695281348,max2,cluster,dense
7.0,53.64675100570893,75.16100996524175,91.19858784240009,max2,cluster,dense
8.0,57.30188750394509,76.91216246206992,91.19858784240009,max2,cluster,dense
9.0,58.753177341671,78.07834031821345,91.25091646615728,max2,cluster,dense
10.0,60.336656637441486,79.88090021322196,91.25091646615728,max2,cluster,dense
