N,smina,gnina,best,annotation,prefix,model
1.0,28.201176566398676,30.034520082949843,74.79001756068948,,nc,dense
2.0,36.78287727042567,40.47320984926472,74.79001756068948,,nc,dense
3.0,42.380985159676655,47.109940311367616,74.79001756068948,,nc,dense
4.0,45.07630407695096,52.1934696264922,74.79001756068948,,nc,dense
5.0,48.09237926520522,55.51268152130566,74.79001756068948,,nc,dense
6.0,50.264706619458224,58.0458696673922,74.79001756068948,,nc,dense
7.0,51.823790236246886,60.15724631978474,74.79001756068948,,nc,dense
8.0,53.401534232407826,62.208108618757564,74.79001756068948,,nc,dense
9.0,54.55383462676784,63.50918213717396,74.79001756068948,,nc,dense
10.0,55.81074577562224,64.62210158920878,74.79001756068948,,nc,dense
